Employee_ID,Gender_Male,Age_At_Hire,Has_Family_Responsibility,Level_Code,Classification_Code,Position_Code,Department_Code,Management_Area_Code,Education_Level_Ordinal,Position_Hierarchy_Level,Is_Gas_Station_Role,Is_Technical_Role,Is_Sales_Role,Is_Driver_Role,Base_Salary,Hourly_Rate,Salary_Growth_Percent,Salary_Level,Is_Fixed_Employee,Is_Variable_Employee,Shift_Code,Schedule_Code,Is_In_Person_Work,Is_Remote_Work,Is_Hybrid_Work,Uses_Timecard,On_Payroll,SS_Deduction,Eligible_For_Incentive,Eligible_For_Subsidy,Subject_To_Evaluation,Tenure_Days,Hire_Month,Hire_Year,Hire_Quarter,Hire_Day_Of_Week,Days_Since_Last_Raise,Non_Termination_Actions_Count,Promotion_Count,Transfer_Count,Salary_Adjustment_Count,Disciplinary_Action_Count,Absence_Count,Total_Absence_Days,Awards_Count,Salary_Deduction_Percentage,Total_Overtime_Hours,Total_Overtime_Earnings,Works_Overtime,Promotion_Rate_Per_Year,Absence_Days_Per_Year,Awards_Rate_Per_Year,Has_Supervisor,Supervisor_ID,Direct_Reports_Count,High_Absence_Flag,Career_Stagnation_Flag,Long_Time_No_Raise_Flag,Below_Market_Salary_Flag,High_Deduction_Flag,Has_Left
EMP8394,1,22,1,2,16,999,16,0,0,0,1,0,0,0,15447.60,81.0302,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,18,11,2018,4,6,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,7585,0,0,0,0,0,0,1
EMP8395,1,24,0,2,16,999,16,0,0,0,1,0,0,0,15447.60,81.0302,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,18,11,2018,4,6,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,7585,0,0,0,0,0,0,1
EMP8396,1,25,0,2,16,999,16,0,0,0,1,0,0,0,15447.60,81.0302,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,18,11,2018,4,6,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,7585,0,0,0,0,0,0,1
EMP8397,0,33,1,2,19,999,19,0,0,0,0,1,1,0,23000.00,120.6462,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,82,11,2018,4,2,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,1563,0,0,0,0,0,0,1
EMP8398,1,27,1,2,16,999,16,0,0,0,1,0,0,0,15447.60,81.0302,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,18,11,2018,4,6,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,7585,0,0,0,0,0,0,1
EMP8399,1,21,1,2,16,999,16,0,0,0,1,0,0,0,20000.00,104.9098,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,938,11,2018,4,6,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,7585,0,0,0,1,0,0,1
EMP8400,0,27,1,2,19,222,19,0,0,2,1,0,1,0,31500.00,165.2329,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1252,11,2018,4,2,NULL,0,0,0,0,0,0,0,0,9.70652298379997,0.00,0.00,0,0,0,0,1,264,0,0,0,1,0,0,1
EMP8401,1,20,0,2,16,999,16,0,0,0,1,0,0,0,17610.00,92.3731,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,560,11,2018,4,6,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,7585,0,0,0,1,0,0,1
EMP8402,1,28,1,2,16,221,16,0,0,2,1,0,0,0,21000.00,110.1553,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1342,11,2018,4,6,NULL,0,0,0,0,0,0,0,0,3.36197564373997,0.00,0.00,0,0,0,0,1,7585,0,0,0,1,0,0,1
EMP8405,1,37,1,2,16,148,16,0,0,4,1,0,0,0,25000.00,131.1372,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1320,11,2018,4,2,NULL,0,0,0,0,0,0,0,0,2.97242557516316,0.00,0.00,0,0,0,0,1,7585,0,0,0,1,0,0,1
EMP8406,1,25,0,2,16,999,16,0,0,0,1,0,0,0,18500.00,97.0415,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,78,11,2018,4,2,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,7585,0,0,0,0,0,0,1
EMP8407,1,24,0,2,16,999,16,0,0,0,1,0,0,0,17000.00,89.1733,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,8,11,2018,4,6,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,7585,0,0,0,0,0,0,1
EMP8408,1,23,0,2,16,999,16,0,0,0,1,0,0,0,15447.60,81.0302,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,32,11,2018,4,6,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,7585,0,0,0,0,0,0,1
EMP8409,1,22,0,6,506,158,4,12,4,4,1,0,0,0,30800.00,161.5611,28.33,1004,0,1,5,1,1,0,0,0,1,0,0,0,1,2425,11,2018,4,6,808,1,0,0,1,0,0,0,0,5.73825371376814,0.00,0.00,0,0,0,0,1,8068,0,0,0,0,0,0,0
EMP8411,1,23,0,6,506,158,4,12,0,4,1,0,0,0,30800.00,161.5611,46.66,1004,0,1,5,1,1,0,0,0,1,0,0,0,1,2425,11,2018,4,6,808,2,0,1,1,0,0,0,0,5.54883628202224,0.00,0.00,0,0,0,0,1,8068,0,0,0,0,0,0,0
EMP8412,1,19,0,2,16,221,16,0,0,2,1,0,0,0,21000.00,110.1553,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1340,11,2018,4,6,NULL,0,0,0,0,0,0,0,0,3.18577772572134,0.00,0.00,0,0,0,0,1,7585,0,0,0,1,0,0,1
EMP8413,1,29,0,6,506,158,4,12,4,4,1,0,0,0,30800.00,161.5611,28.33,1004,0,1,5,1,1,0,0,0,1,0,0,0,1,2419,12,2018,4,5,808,1,0,0,1,0,0,0,0,5.36840813158245,0.00,0.00,0,0,0,0,1,8068,0,0,0,0,0,0,0
EMP8414,1,25,1,2,16,999,16,0,0,0,1,0,0,0,17610.00,92.3731,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,547,12,2018,4,5,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,7585,0,0,0,1,0,0,1
EMP8415,1,19,0,6,506,158,4,12,0,4,1,0,0,0,30800.00,161.5611,46.66,1004,0,1,5,1,1,0,0,0,1,0,0,0,1,2419,12,2018,4,5,819,1,1,0,0,0,0,0,0,5.97934955853781,0.00,0.00,0,0,0,0,1,9177,0,0,0,0,0,0,0
EMP8416,1,23,1,2,16,999,16,0,0,0,1,0,0,0,15447.60,81.0302,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,186,12,2018,4,5,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,7585,0,0,0,0,0,0,1
EMP8417,1,23,1,2,16,999,16,0,0,0,1,0,0,0,15447.60,81.0302,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,222,12,2018,4,5,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,7585,0,0,0,0,0,0,1
EMP8418,1,24,1,2,16,999,16,0,0,0,1,0,0,0,17610.00,92.3731,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,547,12,2018,4,5,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,7585,0,0,0,1,0,0,1
EMP8419,1,25,1,2,16,999,16,0,0,0,1,0,0,0,15447.60,81.0302,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,258,12,2018,4,5,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,7585,0,0,0,0,0,0,1
EMP8425,0,35,0,2,16,76,16,0,0,0,1,0,0,0,21000.00,110.1553,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1570,12,2018,4,7,NULL,0,0,0,0,0,0,0,0,14.8589434520074,0.00,0.00,0,0,0,0,1,7585,0,0,0,1,0,0,1
EMP8429,0,38,0,2,19,999,19,0,0,0,0,1,1,0,17610.00,92.3731,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,663,12,2018,4,6,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,1563,0,0,0,1,0,0,1
EMP8430,0,21,0,2,3,6,34,0,0,3,0,0,0,0,31500.00,165.2329,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1185,1,2019,1,4,NULL,0,0,0,0,0,0,0,0,4.36730860667331,0.00,0.00,0,0,0,0,1,10000,0,0,0,1,0,0,1
EMP8431,0,30,0,2,3,6,34,0,0,3,0,0,0,0,31500.00,165.2329,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1279,1,2019,1,4,NULL,0,0,0,0,0,0,0,0,3.77004470916379,0.00,0.00,0,0,0,0,1,10000,0,0,0,1,0,0,1
EMP8432,0,20,0,2,26,999,26,0,0,0,0,0,0,0,17610.00,92.3731,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,527,1,2019,1,4,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,8189,0,0,0,0,0,0,1
EMP8433,1,37,1,2,19,999,19,0,0,0,0,1,1,0,18000.00,94.4188,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,653,1,2019,1,4,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,1563,0,0,0,0,0,0,1
EMP8434,1,41,1,2,19,999,19,0,0,0,0,1,1,0,18000.00,94.4188,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,521,1,2019,1,4,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,1563,0,0,0,0,0,0,1
EMP8436,1,27,1,2,19,999,19,0,0,0,0,1,1,0,15447.60,81.0302,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,143,1,2019,1,4,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,1563,0,0,0,0,0,0,1
EMP8437,1,40,0,5,437,64,154,32,0,1,1,0,0,0,24990.00,131.0848,3.47,1000,0,1,1,1,1,0,0,0,1,0,0,0,1,2092,1,2019,1,4,235,1,0,0,1,0,0,0,0,5.08175776384743,0.00,0.00,0,0,0,0,1,8785,0,0,1,0,0,0,1
EMP8440,1,40,1,6,506,221,4,12,0,2,1,0,0,0,24990.00,131.0848,3.47,1000,1,0,5,1,1,0,0,0,1,0,0,0,1,2385,1,2019,1,4,528,1,0,0,1,0,1,18,0,7.08922125890719,0.00,0.00,0,0,0,0,1,10666,0,0,0,0,0,0,0
EMP8442,1,27,0,2,33,999,33,0,0,0,0,0,1,0,17610.00,92.3731,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,652,1,2019,1,6,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,2094,0,0,0,0,0,0,1
EMP8443,1,26,1,2,16,999,16,0,0,0,1,0,0,0,15447.60,81.0302,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,152,1,2019,1,3,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,7585,0,0,0,0,0,0,1
EMP8444,1,30,0,2,16,999,16,0,0,0,1,0,0,0,17610.00,92.3731,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,528,1,2019,1,3,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,7585,0,0,0,0,0,0,1
EMP8445,1,22,1,6,506,76,4,12,4,0,1,0,0,0,24990.00,131.0848,3.47,1000,1,0,5,1,1,0,0,0,1,0,0,0,1,2379,1,2019,1,3,528,1,0,0,1,0,1,18,0,11.4897889202206,0.00,0.00,0,0,0,0,1,10666,0,0,0,0,0,0,0
EMP8446,1,50,1,2,16,999,16,0,0,0,1,0,0,0,17610.00,92.3731,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,353,1,2019,1,3,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,7585,0,0,0,0,0,0,1
EMP8447,1,35,1,2,16,221,16,0,0,2,1,0,0,0,24150.00,126.6786,15.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1694,1,2019,1,3,NULL,0,0,0,0,0,0,0,0,4.21778927685885,0.00,0.00,0,0,0,0,1,7585,0,0,0,1,0,0,1
EMP8448,1,27,1,2,16,999,16,0,0,0,1,0,0,0,17610.00,92.3731,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,507,1,2019,1,3,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,7585,0,0,0,0,0,0,1
EMP8452,0,28,0,2,26,999,26,0,0,0,0,0,0,0,18550.00,97.3038,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,178,1,2019,1,3,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,8189,0,0,0,0,0,0,1
EMP8462,1,37,0,2,26,999,26,0,0,0,0,0,0,0,17000.00,89.1733,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,118,1,2019,1,3,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,8189,0,0,0,0,0,0,1
EMP8468,1,23,0,2,16,999,16,0,0,0,1,0,0,0,15447.60,81.0302,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,174,1,2019,1,4,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,7585,0,0,0,0,0,0,1
EMP8469,1,22,0,6,506,158,4,12,4,4,1,0,0,0,30800.00,161.5611,28.33,1004,0,1,5,1,1,0,0,0,1,0,0,0,1,2371,1,2019,1,4,808,1,0,0,1,0,0,0,0,6.72481263055354,0.00,0.00,0,0,0,0,1,9177,0,0,0,0,0,0,0
EMP8471,1,27,0,2,16,999,16,0,0,0,1,0,0,0,17610.00,92.3731,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,632,1,2019,1,4,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,7585,0,0,0,0,0,0,1
EMP8473,1,39,1,2,16,999,16,0,0,0,1,0,0,0,15447.60,81.0302,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,98,1,2019,1,4,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,7585,0,0,0,0,0,0,1
EMP8474,1,31,1,2,26,999,26,0,0,0,0,0,0,0,18000.00,94.4188,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,81,1,2019,1,6,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,8189,0,0,0,0,0,0,1
EMP8475,1,38,0,2,26,999,26,0,0,0,0,0,0,0,18000.00,94.4188,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,161,1,2019,1,6,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,8189,0,0,0,0,0,0,1
EMP8476,1,42,0,2,26,205,26,0,0,0,0,0,0,0,21500.00,112.778,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1504,1,2019,1,6,NULL,0,0,0,0,0,0,0,0,13.9791662868611,0.00,0.00,0,0,0,0,1,8189,0,0,0,1,1,0,1
EMP8478,1,70,1,2,0,999,0,0,0,0,0,0,0,0,150000.00,786.8233,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,124,2,2019,1,6,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,102,0,0,0,0,0,0,1
EMP8480,1,39,1,2,19,999,19,0,0,0,0,1,1,0,18000.00,94.4188,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,296,1,2019,1,2,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,1563,0,0,0,0,0,0,1
EMP8481,1,29,0,2,19,999,19,0,0,0,0,1,1,0,45000.00,236.047,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,495,1,2019,1,2,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,1563,0,0,0,0,0,0,1
EMP8482,1,34,0,2,3,999,12,0,0,0,0,0,0,0,22000.00,115.4008,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,133,2,2019,1,2,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,8139,0,0,0,0,0,0,1
EMP8492,1,43,1,5,448,69,139,24,0,1,1,0,0,1,24990.00,131.0848,3.47,1004,0,1,3,4,1,0,0,0,1,0,0,0,1,2202,2,2019,1,3,372,2,0,0,1,0,0,0,0,16.7333034366305,0.00,0.00,0,0,0,0,1,7997,0,0,1,0,0,0,1
EMP8494,1,26,0,2,19,999,19,0,0,0,0,1,1,0,15447.60,81.0302,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,162,2,2019,1,3,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,1563,0,0,0,0,0,0,1
EMP8496,1,55,1,2,19,999,19,0,0,0,0,1,1,0,20000.00,104.9098,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,487,2,2019,1,3,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,1563,0,0,0,0,0,0,1
EMP8497,1,37,0,2,19,999,19,0,0,0,0,1,1,0,17610.00,92.3731,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,491,2,2019,1,6,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,1563,0,0,0,0,0,0,1
EMP8499,1,57,0,2,19,999,19,0,0,0,0,1,1,0,18000.00,94.4188,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,303,2,2019,1,6,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,1563,0,0,0,0,0,0,1
EMP8500,1,39,0,2,19,999,19,0,0,0,0,1,1,0,18000.00,94.4188,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,654,2,2019,1,6,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,1563,0,0,0,0,0,0,1
EMP8501,1,51,0,2,19,999,19,0,0,0,0,1,1,0,18000.00,94.4188,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,511,2,2019,1,6,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,1563,0,0,0,0,0,0,1
EMP8502,1,38,0,5,521,72,139,24,0,1,1,0,0,1,24990.00,131.0848,3.47,1004,0,1,3,4,1,0,0,0,1,0,0,0,1,3915,11,2014,4,7,528,1,0,0,1,0,0,0,0,7.3936903010011,0.00,0.00,0,0,0,0,1,264,0,0,0,0,0,0,0
EMP8503,1,43,0,5,521,72,139,24,0,1,1,0,0,1,24990.00,131.0848,3.47,1004,0,1,3,4,1,0,0,0,1,0,0,0,1,3772,3,2015,1,3,528,1,0,0,1,0,2,33,0,12.3635846624277,0.00,0.00,0,0,0,0,1,264,0,0,0,0,0,0,0
EMP8504,1,45,0,5,521,72,139,24,4,1,1,0,0,1,24990.00,131.0848,3.47,1004,0,1,3,4,1,0,0,0,1,0,0,0,1,6076,12,2008,4,2,528,1,0,0,1,0,2,17,0,8.54664971840899,0.00,0.00,0,0,0,0,1,264,0,0,0,0,0,0,0
EMP8505,1,45,0,2,19,999,19,0,0,0,0,1,1,0,18000.00,94.4188,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,835,2,2019,1,6,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,1563,0,0,0,1,0,0,1
EMP8506,1,34,0,2,19,999,19,0,0,0,0,1,1,0,15447.60,81.0302,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,136,2,2019,1,6,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,1563,0,0,0,0,0,0,1
EMP8507,1,32,0,2,19,999,19,0,0,0,0,1,1,0,17610.00,92.3731,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,491,2,2019,1,6,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,1563,0,0,0,0,0,0,1
EMP8508,1,34,0,2,19,999,19,0,0,0,0,1,1,0,15447.60,81.0302,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,199,2,2019,1,6,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,1563,0,0,0,0,0,0,1
EMP8509,1,24,0,5,521,58,139,24,4,1,1,0,0,0,24990.00,131.0848,3.47,1001,0,1,3,4,1,0,0,0,1,0,0,0,1,3898,11,2014,4,3,528,1,0,0,1,0,0,0,0,11.6842471054401,0.00,0.00,0,0,0,0,1,264,0,0,0,0,0,0,0
EMP8510,1,35,0,2,19,58,19,0,0,1,1,0,0,0,21000.00,110.1553,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1216,2,2019,1,6,NULL,0,0,0,0,0,0,0,0,15.0007127711824,0.00,0.00,0,0,0,0,1,264,0,0,0,1,0,0,1
EMP8511,1,31,0,5,521,72,139,24,0,1,1,0,0,1,24990.00,131.0848,3.47,1004,0,1,3,4,1,0,0,0,1,0,0,0,1,4068,6,2014,2,1,528,1,0,0,1,0,0,0,0,6.11921127441465,0.00,0.00,0,0,0,0,1,264,0,0,0,0,0,0,0
EMP8512,1,41,0,2,19,999,19,0,0,0,0,1,1,0,18000.00,94.4188,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,491,2,2019,1,6,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,1563,0,0,0,0,0,0,1
EMP8513,1,36,0,5,521,72,139,24,4,1,1,0,0,1,24990.00,131.0848,3.47,1004,0,1,3,4,1,0,0,0,1,0,0,0,1,3724,5,2015,2,2,528,1,0,0,1,0,0,0,0,9.74644700179487,0.00,0.00,0,0,0,0,1,264,0,0,0,0,0,0,0
EMP8514,1,44,0,2,19,72,19,0,0,1,1,0,0,1,21500.00,112.778,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1314,2,2019,1,6,NULL,0,0,0,0,0,0,0,0,9.00125678926202,0.00,0.00,0,0,0,0,1,264,0,0,0,1,0,0,1
EMP8515,1,31,0,2,19,999,19,0,0,0,0,1,1,0,18000.00,94.4188,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,511,2,2019,1,6,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,1563,0,0,0,0,0,0,1
EMP8516,1,49,0,2,19,72,19,0,0,1,1,0,0,1,21500.00,112.778,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1221,2,2019,1,6,NULL,0,0,0,0,0,0,0,0,5.14279413311263,0.00,0.00,0,0,0,0,1,264,0,0,0,1,0,0,1
EMP8517,1,27,0,5,521,72,139,24,2,1,1,0,0,1,24990.00,131.0848,3.47,1004,0,1,3,4,1,0,0,0,1,0,0,0,1,5178,5,2011,2,4,528,1,0,0,1,0,2,28,0,7.98253998214554,0.00,0.00,0,0,0,0,1,264,0,0,0,0,0,0,0
EMP8518,1,25,0,5,521,58,139,24,0,1,1,0,0,0,24990.00,131.0848,3.47,1001,0,1,3,4,1,0,0,0,1,0,0,0,1,6152,9,2008,3,3,528,1,0,0,1,0,0,0,0,5.75731002768145,0.00,0.00,0,0,0,0,1,264,0,0,0,0,0,0,0
EMP8519,1,29,0,2,19,999,19,0,0,0,0,1,1,0,17610.00,92.3731,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,292,2,2019,1,6,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,1563,0,0,0,0,0,0,1
EMP8520,1,59,0,2,19,999,19,0,0,0,0,1,1,0,18000.00,94.4188,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,491,2,2019,1,6,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,1563,0,0,0,0,0,0,1
EMP8521,1,20,0,5,521,58,139,24,0,1,1,0,0,0,24990.00,131.0848,3.47,1001,0,1,3,4,1,0,0,0,1,0,0,0,1,3856,12,2014,4,3,528,1,0,0,1,0,0,0,0,9.23160985673582,0.00,0.00,0,0,0,0,1,264,0,0,0,0,0,0,0
EMP8524,1,28,0,2,16,999,16,0,0,0,1,0,0,0,20000.00,104.9098,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,673,2,2019,1,4,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,7585,0,0,0,0,0,0,1
EMP8525,1,30,0,2,16,999,16,0,0,0,1,0,0,0,17610.00,92.3731,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,267,2,2019,1,4,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,7585,0,0,0,0,0,0,1
EMP8527,1,25,0,6,506,158,4,12,4,4,1,0,0,0,30800.00,161.5611,28.33,1004,0,1,5,1,1,0,0,0,1,0,0,0,1,2350,2,2019,1,4,808,1,0,0,1,0,0,0,0,5.54134880956164,0.00,0.00,0,0,0,0,1,9177,0,0,0,0,0,0,0
EMP8528,1,29,1,2,16,221,16,0,0,2,1,0,0,0,21000.00,110.1553,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1318,2,2019,1,4,NULL,0,0,0,0,0,0,0,0,3.34399312994923,0.00,0.00,0,0,0,0,1,7585,0,0,0,1,0,0,1
EMP8529,1,21,0,2,16,999,16,0,0,0,1,0,0,0,17610.00,92.3731,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,478,2,2019,1,4,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,7585,0,0,0,0,0,0,1
EMP8531,1,37,0,2,16,999,16,0,0,0,1,0,0,0,17610.00,92.3731,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,295,2,2019,1,4,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,7585,0,0,0,0,0,0,1
EMP8532,1,30,1,6,506,158,4,12,0,4,1,0,0,0,30800.00,161.5611,28.33,1004,0,1,5,1,1,0,0,0,1,0,0,0,1,2350,2,2019,1,4,808,1,0,0,1,0,0,0,0,5.94663816058458,0.00,0.00,0,0,0,0,1,9177,0,0,0,0,0,0,0
EMP8533,1,28,1,2,16,999,16,0,0,0,1,0,0,0,17610.00,92.3731,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,478,2,2019,1,4,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,7585,0,0,0,0,0,0,1
EMP8534,1,24,0,6,506,158,4,12,4,4,1,0,0,0,30800.00,161.5611,28.33,1004,0,1,5,1,1,0,0,0,1,0,0,0,1,2350,2,2019,1,4,808,1,0,0,1,0,0,0,0,5.54680815669674,0.00,0.00,0,0,0,0,1,8068,0,0,0,0,0,0,0
EMP8535,1,30,0,2,16,999,16,0,0,0,1,0,0,0,15447.60,81.0302,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,189,2,2019,1,4,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,7585,0,0,0,0,0,0,1
EMP8538,0,25,1,2,33,999,33,0,0,0,0,0,1,0,16800.00,88.1242,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,15,2,2019,1,4,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,2094,0,0,0,0,0,0,1
